version,pattern,coverage_target,state,allow
auto-UDUDUD-c10,UDUDUD,0.1,DDUDUU,1
auto-UDUDUD-c10,UDUDUD,0.1,UUUUDD,1
auto-UDUDUD-c10,UDUDUD,0.1,DUDUUD,1
auto-UDUDUD-c10,UDUDUD,0.1,DUUDDD,1
auto-UDUDUD-c10,UDUDUD,0.1,UDUUUU,1
auto-UDUDUD-c10,UDUDUD,0.1,UDDDDU,1
auto-UDUDUD-c10,UDUDUD,0.1,DDDDDD,1
