version,pattern,coverage_target,state,allow
auto-DUDDUD-c10,DUDDUD,0.1,DUDUDU,1
auto-DUDDUD-c10,DUDDUD,0.1,UDUDUD,1
auto-DUDDUD-c10,DUDDUD,0.1,DUUDUU,1
auto-DUDDUD-c10,DUDDUD,0.1,UDDDUU,1
auto-DUDDUD-c10,DUDDUD,0.1,DDDUUD,1
auto-DUDDUD-c10,DUDDUD,0.1,UUDDUU,1
